metadata,age,sex,bp,s1,s2,s3,s4,s5,s6;;;;;;;;;
Correlations,;0,184695293;0,033933658;0,394309044;0,266466804;0,26156045;-0,354655069;0,430974405;0,468472796;0,404927848
Avg Effect Diff,;1,73744706;2,520013781;0,143760569;9,749493363;3,134226375;-4,772833703;2,11864725;2,461043899;0,971312891
Max Diff Y,;0,091723144;0,064758599;0,116326153;0,46025598;0,374589294;0,195667982;0,177066356;0,194618046;0,087322056
